Category ID	Category Name	Number	Name	Year Released	Weight (in Grams)	Dimensions


179	Racers / Drome Racers	8470-1	Slammer G-Force	2002	102	? x ? x ?
36	Technic / RoboRiders	1292-1	Frost Flyer	2000	?	? x ? x ?
277	LEGOLAND / Fire	691-1	Rescue Helicopter	1974	3.4	20 x 6.5 x 4
277	LEGOLAND / Space	367-1	Moon Landing	1975	20	35.1 x 19.9 x 5
422	Universal Building Set / Basic Model	2121-1	Jack in the Box Promotional Set: Stomper polybag	1997	?	? x ? x ?
78	FreeStyle	3234-1	Fantasy Boat polybag	1998	5.8	17 x 16 x 1
395	Samsonite / Universal Building Set / Gears	001-1	Gears	1965	3	39.37 x 20.32 x 5.08
423	Classic / Supplemental	217-2	4 x 4 Corner Bricks	1958	?	? x ? x ?
85	Homemaker	293-1	Piano	1973	3.4	12.4 x 9.9 x 4.9
277	LEGOLAND / Vehicle / Food & Drink	645-2	Milk Float & Trailer	1971	3.4	15 x 6.5 x 4
395	Samsonite / Universal Building Set / Gears	003-1	Master Mechanic Set	1966	?	? x ? x ?
423	Classic / Supplemental	402-2	White Turntables	1964	1	? x ? x ?
423	Classic / Supplemental	519-1	2 x 3 Plates (cardboard box version)	1962	1.5	9 x 6.5 x 3.6
422	Universal Building Set / Basic	357-2	Basic Building Set	1987	?	52 x 29 x 7.5
78	FreeStyle	2146-1	FreeStyle with Storage Case	1996	?	59 x 43 x 11.5
166	Educational & Dacta / Technic	1038-1	Universal Buggy	1985	16	29 x 23 x 7.3
78	FreeStyle	1868-1	FreeStyle Box #1	1996	?	21.5 x 23.9 x 9.6
277	LEGOLAND / Building	540-3	Swiss Villa	1973	7.2	30 x 15 x 5
78	FreeStyle	1860-1	FreeStyle Set polybag #5	1995	5.7	? x ? x ?
422	Universal Building Set / Basic	1615-1	Basic Set in Bucket	1987	?	? x ? x ?
277	LEGOLAND / Construction	492-1	Truck & Payloader	1977	5	? x ? x ?
277	LEGOLAND / Construction	545-2	Conveyor Station	1973	?	? x ? x ?
78	FreeStyle	4138-1	Value Set with Storage Bag	1997	?	? x ? x ?
78	FreeStyle	4150-1	FreeStyle Building Set	1995	?	? x ? x ?
78	FreeStyle	4157-1	FreeStyle Trial Size polybag #2	1997	?	? x ? x ?
78	FreeStyle	4158-1	Small FreeStyle Box	1997	?	? x ? x ?
78	FreeStyle	4258-1	Big Box Play Scape	1998	?	? x ? x ?
166	Educational & Dacta / Supplemental	1072-1	Supplementary LEGO Set	1976	?	? x ? x ?
422	Universal Building Set / Basic	347-2	Basic Building Set	1987	?	38.3 x 29 x 7.8
422	Universal Building Set / Basic	1676-1	Basic Building Set	1990	?	? x ? x ?
78	FreeStyle	1850-1	FreeStyle Set polybag #4	1995	?	? x ? x ?
78	FreeStyle	4148-1	Large FreeStyle Clearpack	1997	?	20 x 12 x 30
78	FreeStyle	4255-1	Bonus Backpack Set	1998	?	? x ? x ?
78	FreeStyle	4280-1	FreeStyle Trial Size	1998	?	? x ? x ?
422	Universal Building Set / Basic Set	2199-1	Large Bulk Bucket	1997	?	? x ? x ?
277	LEGOLAND / Construction	692-1	Road Repair Crew	1975	3.4	20 x 6.5 x 4
277	LEGOLAND / Vehicle / Traffic	710-1	Wrecker with Car	1974	4.9	25 x 10 x 5
422	Universal Building Set / Basic Set	1911-1	Basic Set	1983	?	? x ? x ?
78	FreeStyle	1796-1	FreeStyle Large Monster Bucket	1996	?	24.8 x 23.6 x 29
78	FreeStyle	4128-1	XL FreeStyle Bucket	1997	22	24 x 24 x 29
422	Universal Building Set / Supplemental	900-1	Universal Motor Set	1973	?	? x ? x ?
422	Universal Building Set / Basic	1474-1	Basic Building Set with Gift Item	1991	?	? x ? x ?
422	Universal Building Set / Basic Set	1708-1	Large Bucket	1994	36	24.7 x 30.1 x 23.5
422	Universal Building Set / Basic	1662-1	Basic Building Set in Bucket	1989	?	? x ? x ?
78	FreeStyle	1840-1	FreeStyle Set polybag #1	1995	?	? x ? x ?
78	FreeStyle	4055-1	Medium Bucket	1997	12	? x ? x ?
78	FreeStyle	4271-1	FreeStyle Box #2	1998	11	? x ? x ?
422	Universal Building Set / Supplemental	990-1	Trees and Signs (1970 Version)	1970	?	10 x 10 x 5
629	Architecture	750-2	Hobby and Model Building Starter Set - Large	1962	?	? x ? x ?
395	Samsonite / Model Maker / Cargo	371-2	Motorized Truck Set	1967	?	? x ? x ?
226	Hobby Sets	398-1	U.S.S. Constellation	1978	33	52 x 32 x 6
78	FreeStyle	4232-1	FreeStyle Set	1998	?	17 x 17 x 3
78	FreeStyle	4267-1	Large Bucket	1998	?	? x ? x ?
78	FreeStyle	4274-1	FreeStyle Playdesk	1998	?	? x ? x ?
78	FreeStyle	3028-1	25th Anniversary Silver Tub	1998	?	? x ? x ?
976	LEGO Brand / LEGOLAND Parks	auditt-1	Audi TT Roadster (LEGOLAND Deutschland)	2002	5	12 x 12 x 4
277	LEGOLAND / Airport	687-1	Caravelle Plane	1973	3.4	20 x 6.6 x 4
422	Universal Building Set / Basic	317-2	Basic Building Set	1987	?	? x ? x ?
422	Universal Building Set / Basic Set	1668-1	Basic Building Set Trial Size	1992	?	14.3 x 7.1 x 4.5
423	Classic / Supplemental	987-1	Number Bricks	1969	1	? x ? x ?
423	Classic / Supplemental	994-1	fences with garden gates	1969	?	6.1 x 3.2 x 8.5
422	Universal Building Set / Basic Set	1867-1	Medium Bulk Bucket	1997	?	? x ? x ?
423	Classic / Supplemental	980-1	23 sloping bricks, including roof peak bricks, Red	1969	?	? x ? x ?
423	Classic / Supplemental	901-2	2 Large Wheels with Accessories	1969	?	? x ? x ?
423	Classic / Supplemental	906-1	12 doors and 5 hinges	1969	2	20 x 10 x 2.7
423	Classic / Supplemental	981-1	34 sloping profile bricks, including profile peak bricks, Red	1969	?	? x ? x ?
422	Universal Building Set / Basic	1523-1	Basic Building Set	1986	?	? x ? x ?
422	Universal Building Set / Basic	1699-1	Small Bucket	1993	?	? x ? x ?
423	Classic / Supplemental	521-1	1 x 1 and 1 x 2 Plates (cardboard box version)	1962	1.5	9 x 6.5 x 3.6
629	Architecture	752-1	Hobby and Model Building Starter Set - Small	1962	?	37.5 x 23 x 3.1
277	LEGOLAND / Harbor	616-1	Cargo Ship	1976	1	10 x 6.5 x 4
422	Universal Building Set / Basic	327-1	Basic Building Set	1987	?	? x ? x ?
78	FreeStyle	4129-1	FreeStyle Trial Size polybag #1	1997	?	? x ? x ?
78	FreeStyle	4276-1	Big Box Store Pack	1998	?	? x ? x ?
277	LEGOLAND / Police	560-2	Police Heliport	1973	?	? x ? x ?
395	Samsonite / Supplemental	050-2	Lighting Device Pack	1969	0.91	? x ? x ?
390	Holiday & Event / Easter	1545-1	Build-A-Rabbit polybag	1992	?	? x ? x ?
422	Universal Building Set / Basic	1504-1	Family Bucket	1993	?	? x ? x ?
277	LEGOLAND / Construction	351-1	Loader Hopper with Truck	1971	6.6	30 x 20 x 5
277	LEGOLAND / Building	352-1	Windmill and Lorry	1972	6.6	30.2 x 15.1 x 5.1
277	LEGOLAND / Building	353-1	Terrace House with Car and Garage	1972	5	? x ? x ?
277	LEGOLAND / Building	355-1	Town Center Set with Roadways	1972	17	51 x 30 x 6
423	Classic / Supplemental	902-1	5 Turntables	1969	?	8.6 x 6.2 x 3.1
422	Universal Building Set / Basic	527-1	Basic Building Set	1987	22.63	23 x 23 x 5.3
423	Classic / Town Plan	810-4	Town Plan - UK, Cardboard box	1962	23	? x ? x ?
423	Classic / Supplemental	520-2	2 x 2 Plates (cardboard box version)	1962	1.5	9 x 6.5 x 3.6
629	Architecture	751-2	Hobby and Model Building Starter Set - Medium	1962	?	? x ? x ?
422	Universal Building Set / Basic	1577-1	Medium Bucket	1988	?	22 x 21.5 x 23.8
395	Samsonite / Basic Set	615-1	Samsonite Gift Set	1963	?	50 x 20 x 10
422	Universal Building Set / Basic	340-1	Basic Building Set	1985	?	31.5 x 29 x 7.5
277	LEGOLAND / Building	348-1	Garage with Automatic Doors	1971	5	15 x 10 x 5
277	LEGOLAND / Building	356-1	Swiss Villa	1973	6.6	30 x 15 x 5
423	Classic / Supplemental	985-1	Lighting Device Parts Pack	1969	?	? x ? x ?
423	Classic / Vehicle / Supplemental	314-2	Large & Small Wheels & Turn-Table	1963	1	28.2 x 20 x 2.9
277	LEGOLAND / Harbor	663-1	Hovercraft	1977	3.4	? x ? x ?
277	LEGOLAND / Building	350-1	Spanish Villa	1971	5	30 x 16 x 5
277	LEGOLAND / Fire	357-1	Fire Station	1973	14	35 x 20 x 5
277	LEGOLAND / Construction	652-2	Fork Lift Truck and Trailer	1972	3.4	15 x 6.5 x 4
423	Classic / Vehicle / Airport	320-2	Airplane	1965	?	21 x 10.5 x 5
277	LEGOLAND / Harbor	364-1	Harbour Scene	1975	30	51 x 30 x 6
277	LEGOLAND / Police	585-1	Police Headquarters	1976	20	? x ? x ?
277	LEGOLAND / Construction	647-1	Lorry with Rails	1971	3.4	15 x 6.5 x 4
423	Classic / Vehicle / Farm	316-2	Farm Tractor	1963	9	16 x 10.5 x 5.5
423	Classic / Vehicle / Train	323-1	Train	1964	5	35 x 10 x 5
423	Classic / Building	318-1	Windmill Set (Mill)	1963	?	? x ? x ?
277	LEGOLAND / Hospital	555-1	Hospital	1976	?	? x ? x ?
423	Classic / Supplemental	518-1	2 x 4 Plates (cardboard box version)	1962	1.5	9 x 6.5 x 3.6
423	Classic / Supplemental	900-2	4 Small Wheels with Accessories	1969	?	? x ? x ?
423	Classic / Supplemental	988-1	Alphabet Bricks	1969	?	? x ? x ?
277	LEGOLAND / Hospital	653-1	Ambulance and Helicopter	1973	3.4	15 x 6.5 x 4
277	LEGOLAND / Fire	658-1	Fire Engine	1974	3.4	? x ? x ?
423	Classic / Vehicle / Traffic	329-1	Antique Car	1967	5	20 x 10.5 x 5
423	Classic / Vehicle / Traffic	330-3	Jeep	1968	3.3	9.5 x 9.5 x 5
423	Classic / Vehicle / Cargo	335-2	Transport Truck	1967	5	25 x 10 x 5
422	Universal Building Set / Basic Set	402-1	Universal Building Set	1977	20	52 x 32 x 6
277	LEGOLAND / Building	362-1	Windmill	1975	14	24 x 18 x 5
170	Alpha Team / Mission Deep Sea	4789-1	AT Aquatic Mech	2002	36	28.7 x 18.9 x 4.7
170	Alpha Team / Mission Deep Sea	4798-1	Evil Ogel Attack	2002	7	14.3 x 9.5 x 3.8
170	Alpha Team / Mission Deep Sea	4795-1	Ogel Underwater Base and AT Sub	2002	134	48 x 28.7 x 9.3
277	LEGOLAND / Gas Station	690-1	Shell Station	1974	3.4	20 x 6.6 x 4.2
277	LEGOLAND / Vehicle / Traffic	603-3	Vintage Car	1970	4	10 x 6.5 x 4
277	LEGOLAND / Construction	654-1	Crane Lorry	1973	3.4	? x ? x ?
277	LEGOLAND / Construction	689-1	Truck & Shovel	1974	3.4	? x ? x ?
423	Classic / Vehicle / Traffic	332-1	Tow Truck	1967	6	15 x 9.9 x 5
277	LEGOLAND / Hospital	338-1	Ambulance	1970	3.3	? x ? x ?
277	LEGOLAND / Construction	435-1	Tipper Truck	1976	1.7	10 x 6.5 x 4
277	LEGOLAND / Construction	450-1	Fork Lift	1973	1.7	15 x 6.5 x 4
277	LEGOLAND / Vehicle / Traffic	601-2	Tow Truck	1970	4.12	10 x 6.5 x 4
277	LEGOLAND / Vehicle / Traffic	646-2	Mobile Site Office	1971	3.4	15 x 6.5 x 4
277	LEGOLAND / Space	565-1	Moon Landing	1976	19.5	34.5 x 20 x 5
422	Universal Building Set / Basic	337-1	Basic Building Set	1987	?	32 x 29.2 x 5.8
422	Universal Building Set / Basic Set	1670-1	Basic Building Set Trial Size	1992	?	14 x 7 x 4.5
78	FreeStyle	1847-1	FreeStyle Set polybag #3	1996	?	17.5 x 18.1 x 1
277	LEGOLAND / Gas Station	621-2	Shell Tanker Truck	1970	4	15 x 6.4 x 4.1
277	LEGOLAND / Construction	360-1	Gravel Quarry	1974	23	? x ? x ?
277	LEGOLAND / Fire	480-1	Rescue Helicopter	1975	?	? x ? x ?
67	Town / Classic Town / Hospital	626-2	Red Cross Helicopter	1978	3.4	? x ? x ?
277	LEGOLAND / Vehicle / Traffic	664-1	TV Crew	1977	3.4	15.4 x 6.2 x 4.2
395	Samsonite / Universal Building Set / Gears	004-1	Master Builder Set	1966	?	50 x 30 x 10
85	Homemaker	295-1	Secretary's Desk	1974	3.4	12.5 x 10 x 5
277	LEGOLAND / Construction	490-1	Mobile Crane	1975	?	20.5 x 6.5 x 4
277	LEGOLAND / Construction	649-1	Low-Loader with Excavator	1972	3.4	15 x 6.5 x 4
277	LEGOLAND / Construction	686-1	Tipper Trucks and Loader	1973	3.4	20 x 6.6 x 4.2
423	Classic / Vehicle / Cargo	333-2	Delivery Truck	1967	5	20.3 x 10 x 5
423	Classic / Vehicle / Fire	336-1	Fire Engine	1968	6.6	14.9 x 10 x 4.9
395	Samsonite / Basic Set	080-2	Ambassador Set	1967	?	50 x 29.5 x 10.3
85	Homemaker	273-1	Bureau	1973	3.4	10 x 10 x 5
277	LEGOLAND / Police	445-1	Police Units	1976	1.7	17 x 9 x 4
277	LEGOLAND / Hospital	460-1	Rescue Units	1973	1.7	15 x 6.5 x 4
277	LEGOLAND / Fire	485-1	Fire Truck	1976	1.7	20 x 6.6 x 4.2
277	LEGOLAND / Gas Station	644-1	Double Tanker	1971	3.4	15 x 6.5 x 4
277	LEGOLAND / Construction	684-1	Low-Loader with Fork Lift Truck	1972	3.4	20 x 6.6 x 4.2
423	Classic / Basic Set	066-1	Basic Building Set	1968	?	49 x 30 x 5.5
422	Universal Building Set / Basic Set	140-2	Bricks'n Motor Set	1969	?	? x ? x ?
422	Universal Building Set / Basic Set	404-1	Universal Building Set	1977	26	58 x 33.5 x 6
85	Homemaker	270-2	Grandfather Clock, Chair and Table	1973	3.4	10 x 10 x 5
277	LEGOLAND / Construction	410-1	Payloader	1973	3.2	10 x 6.5 x 4
277	LEGOLAND / Vehicle / Traffic	623-2	White Car and Camper	1970	4	15 x 6.4 x 4.1
277	LEGOLAND / Vehicle / Traffic	651-1	Tow Truck and Car	1972	3.4	15 x 6.6 x 4.2
277	LEGOLAND / Construction	680-1	Low-Loader and Crane	1971	3.4	20 x 6.5 x 4
277	LEGOLAND / Construction	681-1	Low-Loader with 4 Wheel Excavator	1971	3.4	20 x 6.6 x 4.2
423	Classic / Vehicle / Cargo	334-1	Truck with Flatbed	1967	4	? x ? x ?
85	Homemaker	271-1	Baby's Cot and Cabinet	1973	3.4	8.7 x 6.3 x 3.1
85	Homemaker	292-1	Kitchen Sink and Cupboards	1973	3.4	12.5 x 10 x 5
277	LEGOLAND / Fire	602-2	Fire Truck	1970	4	10 x 6.5 x 4
423	Classic / Vehicle / Traffic	319-1	Truck with Trailer	1965	6	15 x 10 x 5
422	Universal Building Set / Basic Set	400-1	Universal Building Set	1977	26	47 x 30 x 6
277	LEGOLAND / Building	344-1	Bungalow	1969	5	15 x 20 x 4
85	Homemaker	272-1	Dressing Table with Mirror	1973	3.4	9.9 x 9.9 x 5
85	Homemaker	274-1	Colour T.V. and Chair	1974	3.4	10 x 10 x 5
277	LEGOLAND / Vehicle / Food & Drink	683-1	Articulated Lorry	1971	3.4	? x ? x ?
449	Island Xtreme Stunts	6733-1	Snap's Cruiser	2002	2	9.4 x 14.3 x 3.8
437	Explore / Explore Imagination	3364-1	Music Builder Composer	2002	?	? x ? x ?
388	Building Set with People / Western / Cowboys	210-1	Cowboys	1976	3.4	10 x 10 x 4.2
388	Building Set with People / Train	252-1	Locomotive with Driver & Passenger	1974	6.6	30 x 15 x 5
85	Homemaker	5235-2	Schoolroom	1982	5	31 x 19.5 x 4.5
277	LEGOLAND / Police	618-1	Police Helicopter	1977	3.4	10 x 6.5 x 4
85	Homemaker	290-2	Dining Suite	1973	3.4	12.5 x 10 x 5
277	LEGOLAND / Construction	604-2	Excavator	1971	3.4	10 x 6.5 x 4
277	LEGOLAND / Police	611-1	Police Car	1973	3.4	10 x 6.5 x 4
423	Classic / Vehicle / Fire	305-2	Fire Engine	1964	4.5	34.6 x 9.9 x 5
85	Homemaker	260-3	Complete Living Room Set	1971	6.6	30 x 20 x 5
85	Homemaker	261-4	Complete Kitchen Set	1971	6	? x ? x ?
85	Homemaker	294-1	Wall Unit	1974	3.4	12.5 x 10 x 5
277	LEGOLAND / Vehicle / Off-Road	699-1	Photo Safari	1977	3.4	20.1 x 6.6 x 4
277	LEGOLAND / Construction	780-1	Road Construction Set	1976	10	30 x 20 x 5
395	Samsonite / Universal Building Set / Gears	002-1	Motor Pak (4.5V Samsonite Gears Motor Set)	1965	6.8	20.2 x 10.4 x 5
395	Samsonite / Basic Set	021-1	Wheel Set	1966	?	29.8 x 20.2 x 5.1
395	Samsonite / Town Plan	725-3	Town Plan	1961	?	53 x 42 x 8
423	Classic / Supplemental	218-2	2 x 4 Bricks	1958	?	6.2 x 8.6 x 3.1
85	Homemaker	262-2	Complete Children's Room Set	1972	6.6	? x ? x ?
277	LEGOLAND / Construction	606-2	Tipper Lorry	1972	3.4	10 x 6.5 x 4
277	LEGOLAND / Construction	643-2	Mobile Crane	1971	3.4	15 x 6.5 x 4
422	Universal Building Set / Gears	800-1	Gear Set with Motor	1970	32.5	? x ? x ?
423	Classic / Supplemental	234-1	Letter Bricks	1958	2	? x ? x ?
423	Classic / HO 1:87 Vehicles	266-2	1:87 Mercedes 190 SL with Garage	1963	?	6.4 x 3.1 x 3.2
388	Building Set with People / Farm	255-2	Farming Scene	1975	6.6	23.9 x 12 x 5
277	LEGOLAND / Vehicle / Traffic	605-2	Taxi	1971	3.4	10 x 6.5 x 4
277	LEGOLAND / Airport	622-2	Baggage Carts	1970	4	15 x 6.5 x 4
422	Universal Building Set / Gears	813-2	Gear Bulldozer Set	1974	6.6	24 x 18 x 4.9
422	Universal Building Set / Gears	812-1	Gear Supplementary Set	1974	5	24 x 15 x 4
277	LEGOLAND / Construction	425-1	Fork Lift	1976	1.7	10 x 6.5 x 4
423	Classic / Vehicle / Traffic	315-3	European Taxi	1963	?	10 x 10 x 4.9
423	Classic / Vehicle / Construction	331-1	Dump Truck	1967	5	15 x 10 x 5
423	Classic / Supplemental	215-2	2 x 8 Bricks	1958	?	8.7 x 6.2 x 2.5
423	Classic / Supplemental	216-1	2 x 10 Bricks	1958	?	8.6 x 6.1 x 3.2
422	Universal Building Set / Classic Basic	2449-1	Classic Bulk	1998	?	39 x 30 x 11
422	Universal Building Set / Basic Model	2708-1	Aircraft polybag	2000	?	? x ? x ?
423	Classic / Supplemental	219-1	2 x 3 Bricks	1958	?	15 x 15 x 5
423	Classic / Supplemental	245-1	Lighting Device Pack	1958	1	8.7 x 6.3 x 2.5
423	Classic / HO 1:87 Vehicles	262-1	1:87 Opel Rekord with Garage	1961	9	6.4 x 3.1 x 3.2
423	Classic / HO 1:87 Vehicles	264-2	1:87 Mercedes 220 with Garage	1961	?	6.4 x 3.1 x 3.2
388	Building Set with People / Recreation	211-1	Mother and Baby with Dog	1976	3.4	10 x 10 x 4.2
388	Building Set with People / Recreation	254-1	Family	1975	6.6	20 x 10 x 5
422	Universal Building Set / Classic Basic	2744-1	Propeller Man polybag	1999	4.44	17 x 16.5 x 1.7
422	Universal Building Set / Basic Model	2841-1	Danone Promotional Set: Boy polybag	1998	?	? x ? x ?
422	Universal Building Set / Basic Model	3081-1	Kellogg's Promotional Set: Helicopter	1998	?	10.3 x 7.2 x 4
423	Classic / Supplemental	281-1	1 x 2 and 3 x 2 Sloping Bricks, Red	1959	2	8.6 x 6.2 x 2.5
422	Universal Building Set / Basic Model	2710-1	Helicopter polybag	2000	?	? x ? x ?
422	Universal Building Set / Basic Model	3331-1	Bird polybag	1998	?	? x ? x ?
422	Universal Building Set / Basic Model	3332-1	Plane polybag	1998	?	? x ? x ?
124	Train / Supplemental / 4.5V	100-1	4.5V Motor with Wheels (Small Version)	1966	?	? x ? x ?
124	Train / Supplemental / 4.5V	102-1	4.5V Motor Set	1968	?	25 x 20 x 5
67	Town / Classic Town / Food & Drink	1029-1	Milk Delivery Truck - Tine	1999	15	19 x 9.4 x 4.5
166	Educational & Dacta / Technic / Supplemental	1031-1	Building Cards - 1030	1983	178	15 x 21.3 x 1.5
166	Educational & Dacta / Technic	1032-1	TECHNIC II Set 4.5v	1985	?	39 x 31.2 x 6
67	Town / Classic Town / Post Office	105-1	Canada Post Truck	1984	5	15.5 x 8.1 x 3.7
67	Town / Classic Town / Off-Road	106-1	UNICEF Van	1985	5	? x ? x ?
166	Educational & Dacta / Town	1063-1	Community Workers	1985	?	19 x 19 x 6.5
166	Educational & Dacta / Town	1067-1	Community Vehicles	1985	79	? x ? x ?
67	Town / Extreme Team	1068-1	Air Patrol	1999	2.78	9.6 x 9.6 x 3.8
67	Town / Classic Town / Harbor	1069-1	Speedboat	1999	10	7 x 7 x 4.7
67	Town / Classic Town / Post Office	107-2	Canada Post Mail Truck	1985	8	19.4 x 11.6 x 3.5
67	Town / Extreme Team	1070-1	Stunt Flyer	1999	2	7 x 7 x 4.6
67	Town / Extreme Team	1088-1	Road Burner	1999	2	9.5 x 9.5 x 3.7
54	Aquazone / Hydronauts	1095-1	Super Sub	1999	2	9.5 x 9.5 x 3.8
67	Town / Classic Town / Race	1096-1	Race Buggy	1999	?	9.5 x 9.3 x 3.5
67	Town / Res-Q	1097-1	Res-Q Runner	1999	?	? x ? x ?
67	Town / Extreme Team	1098-1	Hang Glider	1998	?	? x ? x ?
284	Ninja	1099-1	Ninja Blaster	1999	2	9.5 x 9.5 x 3.7
124	Train / 4.5V	111-2	Starter Train Set without Motor	1966	3.3	20 x 30 x 5
124	Train / 4.5V	112-2	Locomotive with Motor	1966	3.3	20 x 20 x 5
124	Train / 4.5V	113-2	Motorized Train Set	1966	4	40 x 30 x 5
124	Train / 4.5V	114-2	Small Train Set	1966	?	? x ? x ?
179	Racers / Drome Racers	8472-1	Street 'n' Mud Racer	2002	242	? x ? x ?
422	Universal Building Set / Gears	801-1	Gear Set	1970	32.5	20 x 20 x 5
124	Train / 4.5V	115-2	Starter Train Set with Motor	1966	?	? x ? x ?
124	Train / 4.5V	116-1	Starter Train Set with Motor	1967	9	50 x 25 x 6.5
124	Train / 4.5V	117-1	Locomotive without Motor	1967	3	20 x 10 x 5
124	Train / 4.5V	118-1	Electronic Train	1968	?	39.5 x 20.5 x 5
67	Town / Space Port	1180-1	Space Port Moon Buggy	1999	0.8	? x ? x ?
67	Town / Space Port	1181-1	Space Port Spacecraft	1999	?	? x ? x ?
53	Adventurers / Desert	1182-1	Adventurers Raft	1999	2	7 x 7 x 4.6
53	Adventurers / Desert	1183-1	Mummy and Cart	1999	2	7 x 7 x 4.5
284	Ninja	1184-1	Cart	1999	2	7.1 x 7.1 x 4.7
284	Ninja	1185-1	Raft	1999	2	7 x 7 x 4.6
284	Ninja	1186-1	Cart	1999	2	7 x 7 x 4.6
284	Ninja	1187-1	Glider	1999	2	7 x 7 x 4.5
67	Town / Extreme Team	1188-1	Fire Formula	1999	?	? x ? x ?
67	Town / Extreme Team	1189-1	Rocket Boat	1999	?	? x ? x ?
124	Train / 4.5V	119-1	Super Train Set	1968	?	62 x 31 x 5.5
67	Town / Extreme Team	1190-1	Retro Buggy	1999	?	? x ? x ?
67	Town / Extreme Team	1191-1	Try Bird	1999	?	? x ? x ?
67	Town	1197-1	Telekom Race Cyclist and Television Motorbike	2000	3	14.3 x 9.5 x 4.7
67	Town	1198-1	Service Team - 2 Bikers with Service Tools	2000	12.8	23.9 x 14.3 x 4.7
67	Town	1199-1	Winning Team	2000	14	28.5 x 19 x 4.5
124	Train / 4.5V	120-1	Complete Freight Train Set with Tipper Trucks	1969	6.6	? x ? x ?
153	Fabuland	121-1	Roadster	1979	?	? x ? x ?
124	Train / 4.5V	122-1	Loco and Tender	1969	5	25 x 20 x 5
124	Train / 4.5V	123-1	Passenger Coach	1969	3.3	15 x 10 x 5
124	Train / 4.5V	124-1	Goods Wagon	1969	3.3	15 x 10 x 5
67	Town / Classic Town / Police	1246-1	Helicopter	1999	4.56	9.5 x 9.5 x 3.7
67	Town / Classic Town / Police	1247-1	Patrol Car	1999	5	9.5 x 9.5 x 3.7
67	Town / Classic Town / Fire	1248-1	Fire Boat	1999	4.56	9.5 x 9.5 x 3.8
67	Town / Classic Town / Hospital	1249-1	Tri-motorbike	1999	?	9.5 x 9.5 x 3.8
124	Train / 4.5V	125-1	Tipping Wagon	1969	3.3	10 x 10 x 5
67	Town / Classic Town / Race	1250-1	Dragster	1999	5	9.5 x 9.5 x 3.7
67	Town / Classic Town / Race	1251-1	Go-Cart	1999	5	9.5 x 9.5 x 3.7
67	Town / Town Jr. / Gas Station	1252-1	Shell Tanker	1999	11.72	19.2 x 9.5 x 5.8
67	Town / Town Jr. / Gas Station	1253-1	Shell Car Transporter	1999	16	19 x 9.3 x 5.8
67	Town / Town Jr. / Gas Station	1254-1	Shell Select Shop	1999	21.8	28.5 x 19 x 4.5
67	Town / Town Jr. / Gas Station	1255-1	Shell Car Wash	1999	26	28.5 x 19 x 4.5
67	Town / Town Jr. / Gas Station	1256-1	Shell Petrol Pump	1999	22	34 x 24 x 6
36	Technic / Model / Riding Cycle	1257-1	Tricycle	1999	2.7	? x ? x ?
36	Technic / Model / Off-Road	1258-1	Buggy	1999	3	? x ? x ?
36	Technic / Model / Riding Cycle	1259-1	Motorbike	1999	4	9.5 x 7 x 4.7
124	Train / 4.5V	126-1	Steam Locomotive (Push)	1970	5	? x ? x ?
36	Technic / Model / Race	1260-1	Car	1999	3	? x ? x ?
67	Town / Space Port	1265-1	Moon Buggy	1999	?	? x ? x ?
36	Technic / Model / Riding Cycle	1268-1	Bike Blaster	1999	2.6	9.4 x 9.2 x 3.7
284	Ninja	1269-1	White Ninja	1999	2	9.5 x 9.5 x 3.5
124	Train / 4.5V	127-1	Train Set	1969	?	? x ? x ?
53	Adventurers / Jungle	1271-1	Jungle Surprise	1999	2	? x ? x ?
67	Town / Race	1272-1	Turbo Racer	2000	?	9.5 x 9.5 x 3.7
67	Town / Race	1273-1	Rough Rider	2000	?	9.5 x 9.5 x 3.7
62	Rock Raiders	1274-1	Light Hover	2000	2	10 x 13.5 x 3.5
62	Rock Raiders	1275-1	Chain Dozer	2000	2	10 x 13.5 x 3.5
62	Rock Raiders	1276-1	Helicopter Transport	2000	2	10 x 13.5 x 3.5
62	Rock Raiders	1277-1	Drill Craft	2000	2	10 x 13.5 x 3.5
53	Adventurers / Dino Island	1278-1	Johnny Thunder & Baby T	2000	2.9	10 x 13.5 x 3.5
53	Adventurers / Dino Island	1279-1	Aeroplane	2000	2	10 x 13.5 x 3.5
153	Fabuland	128-1	Taxi Station	1979	?	? x ? x ?
53	Adventurers / Dino Island	1280-1	Microcopter	2000	2	10 x 13.5 x 3.5
53	Adventurers / Dino Island	1281-1	Aeroplane	2000	2	10 x 13.5 x 3.5
67	Town / Race	1282-1	Blue Racer	2000	?	? x ? x ?
67	Town / Race	1283-1	Red Scorpion	2000	?	? x ? x ?
67	Town / Race	1284-1	Green Buggy	2000	?	? x ? x ?
9	Castle / Knights Kingdom I	1286-1	King Leo's Cart	2000	?	9.9 x 13.4 x 3.5
9	Castle / Knights Kingdom I	1287-1	Crossbows	2000	?	? x ? x ?
9	Castle / Knights Kingdom I	1288-1	Fire Cart	2000	?	? x ? x ?
9	Castle / Knights Kingdom I	1289-1	Catapult	2000	?	? x ? x ?
124	Train / 4.5V	128-2	Mobile Crane (Train Base)	1972	3.3	? x ? x ?
124	Train / 4.5V	130-1	Wagon with Double Tippers	1972	3.3	? x ? x ?
124	Train / 4.5V	131-1	Passenger Coach	1972	3.3	20.1 x 10 x 5
